movie_title,combination
allegiant,Naomi Watts Theo James Zoë Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
real steel,Hugh Jackman Torey Michael Adkins Olga Fonda Shawn Levy Action Drama Sci-Fi Sport
the smurfs 2,Jacob Tremblay Nancy O'Dell Vanessa Matsui Raja Gosnell Adventure Animation Comedy Family Fantasy
speed 2: cruise control,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
ender's game,Harrison Ford Moises Arias Aramis Knight Gavin Hood Action Sci-Fi
live free or die hard,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
the lord of the rings: the fellowship of the ring,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
around the world in 80 days,Jim Broadbent Steve Coogan Cécile De France Frank Coraci Action Adventure Comedy
ali,Will Smith Jada Pinkett Smith Joe Morton Michael Mann Biography Drama Sport
the cat in the hat,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
"i, robot",Will Smith Bruce Greenwood Chi McBride Alex Proyas Action Mystery Sci-Fi Thriller
kingdom of heaven,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
stuart little,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
the princess and the frog,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
the martian,Matt Damon Donald Glover Benedict Wong Ridley Scott Adventure Drama Sci-Fi
"10,000 b.c.            ",Mathew Buck unknown unknown Christopher Barnard Comedy
the island,Scarlett Johansson Steve Buscemi Djimon Hounsou Michael Bay Action Adventure Romance Sci-Fi Thriller
town & country,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
gone in sixty seconds,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
gladiator,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
minority report,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
harry potter and the chamber of secrets,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
casino royale,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
planet of the apes,Cary-Hiroyuki Tagawa Estella Warren Erick Avari Tim Burton Action Adventure Sci-Fi Thriller
terminator 2: judgment day,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
public enemies,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
american gangster,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
true lies,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
the taking of pelham 1 2 3,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
little fockers,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
the other guys,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
eraser,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
django unchained,Leonardo DiCaprio Christoph Waltz Ato Essandoh Quentin Tarantino Drama Western
the hunchback of notre dame,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
the emperor's new groove,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
the expendables 2,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
national treasure,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
where the wild things are,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
pan,Hugh Jackman Cara Delevingne Nonso Anozie Joe Wright Adventure Family Fantasy
epic,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
the tourist,Johnny Depp Angelina Jolie Pitt Rufus Sewell Florian Henckel von Donnersmarck Action Romance Thriller
end of days,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
blood diamond,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
the wolf of wall street,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography Comedy Crime Drama
batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
starship troopers,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
cloud atlas,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama Sci-Fi
legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
hercules,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
treasure planet,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
land of the lost,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
point break,Ray Winstone Edgar Ramírez Delroy Lindo Ericson Core Action Crime Sport Thriller
son of the mask,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
the adventures of pluto nash,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
green zone,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
the peanuts movie,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
the spanish prisoner,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
gangs of new york,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
the flowers of war,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
surf's up,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
the stepford wives,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
black hawk down,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
the campaign,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy
the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
sex and the city 2,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
ice age: continental drift,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
cinderella,Hayley Atwell Derek Jacobi Lily James Kenneth Branagh Drama Family Fantasy Romance
the lovely bones,Michael Imperioli AJ Michalka Tom McCarthy Peter Jackson Drama Fantasy Thriller
finding nemo,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
transcendence,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi Thriller
jurassic park iii,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
rise of the planet of the apes,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
the spiderwick chronicles,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
a good day to die hard,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action Thriller
the alamo,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
the incredibles,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
cutthroat island,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
percy jackson & the olympians: the lightning thief,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
men in black,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
toy story 2,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
unstoppable,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
rush hour 2,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
what lies beneath,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
cloudy with a chance of meatballs,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation Comedy Family Sci-Fi
ice age: dawn of the dinosaurs,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
the secret life of walter mitty,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
charlie's angels,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime Thriller
the departed,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama Thriller
mulan,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
tropic thunder,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
the girl with the dragon tattoo,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime Drama Mystery Thriller
die hard with a vengeance,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
sherlock holmes,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
ben-hur,Morgan Freeman Ayelet Zurer Moises Arias Timur Bekmambetov Adventure Drama History
atlantis: the lost empire,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
alvin and the chipmunks: the road chip,Bella Thorne Joshua Mikel Jesse McCartney Walt Becker Adventure Animation Comedy Family Fantasy Music
valkyrie,Tom Cruise Tom Wilkinson Thomas Kretschmann Bryan Singer Drama History Thriller War
you don't mess with the zohan,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
pixels,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-Fi
a.i. artificial intelligence,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-Fi
the haunted mansion,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror Mystery
contact,Matthew McConaughey Tom Skerritt Larry King Robert Zemeckis Drama Mystery Sci-Fi Thriller
hollow man,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi Thriller
the interpreter,Curtiss Cook George Harris Michael Wright Sydney Pollack Crime Mystery Thriller
percy jackson: sea of monsters,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family Fantasy
lara croft tomb raider: the cradle of life,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
now you see me 2,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery Thriller
the saint,Alun Armstrong Michael Byrne Velibor Topic Phillip Noyce Action Adventure Romance Sci-Fi Thriller
spy game,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime Thriller
mission to mars,Don Cheadle Connie Nielsen Kim Delaney Brian De Palma Adventure Sci-Fi Thriller
rio,Anne Hathaway Wanda Sykes Will.i.am Carlos Saldanha Adventure Animation Comedy Family Musical
bicentennial man,Robin Williams Oliver Platt John Michael Higgins Chris Columbus Comedy Drama Sci-Fi
volcano,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
the devil's own,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama Thriller
k-19: the widowmaker,Liam Neeson Christian Camargo Lex Shrapnel Kathryn Bigelow Drama History Thriller War
fantastic four,Tim Blake Nelson Reg E. Cathey Tim Heidecker Josh Trank Action Adventure Sci-Fi
conan the barbarian,William Smith Mako Sandahl Bergman John Milius Adventure Fantasy
cinderella man,Paddy Considine Bruce McGill Rosemarie DeWitt Ron Howard Biography Drama Sport
the nutcracker in 3d,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy Musical
seabiscuit,Jeff Bridges Michael Angarano Michael O'Neill Gary Ross Drama History Sport
twister,Philip Seymour Hoffman Alan Ruck Jami Gertz Jan de Bont Action Adventure Drama Thriller
the fast and the furious,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action Crime Thriller
cast away,Tom Hanks Paul Sanchez Nick Searcy Robert Zemeckis Adventure Drama Romance
happy feet,Robin Williams Hugh Jackman Elizabeth Daily George Miller Animation Comedy Family Music Romance
the bourne supremacy,Matt Damon Joan Allen Oksana Akinshina Paul Greengrass Action Mystery Thriller
air force one,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama Thriller
ocean's eleven,Brad Pitt Bernie Mac Elliott Gould Steven Soderbergh Crime Thriller
the three musketeers,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure Romance
hotel transylvania,Steve Buscemi Adam Sandler Jon Lovitz Genndy Tartakovsky Animation Comedy Family Fantasy
enchanted,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical Romance
hannibal            ,Caroline Dhavernas Scott Thompson Hettienne Park unknown Crime Drama Horror Mystery Thriller
safe house,Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa Action Crime Mystery Thriller
102 dalmatians,Ioan Gruffudd Eric Idle Jim Carter Kevin Lima Adventure Comedy Family
tower heist,Matthew Broderick Gabourey Sidibe Judd Hirsch Brett Ratner Action Comedy Crime
the holiday,Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers Comedy Romance
enemy of the state,Will Smith Jake Busey Lisa Bonet Tony Scott Action Crime Drama Mystery Thriller
it's complicated,Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers Comedy Drama Romance
ocean's thirteen,Al Pacino Matt Damon Brad Pitt Steven Soderbergh Crime Thriller
open season,Jon Favreau Debra Messing Jane Krakowski Roger Allers Adventure Animation Comedy Family
divergent,Kate Winslet Theo James Mekhi Phifer Neil Burger Adventure Mystery Sci-Fi
enemy at the gates,Bob Hoskins Gabriel Thomson Clemens Schick Jean-Jacques Annaud Drama History War
the rundown,Dwayne Johnson Rosario Dawson Ewen Bremner Peter Berg Action Adventure Comedy Thriller
last action hero,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy Fantasy
memoirs of a geisha,Li Gong Mako Karl Yune Rob Marshall Drama Romance
the fast and the furious: tokyo drift,Amber Stevens West Zachery Ty Bryan Nikki Griffin Justin Lin Action Crime Thriller
arthur christmas,Jim Broadbent Imelda Staunton Michael Palin Sarah Smith Adventure Animation Comedy Family Fantasy
meet joe black,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy Romance
collateral damage,Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis Action Drama Thriller
all that jazz,Roy Scheider Ben Vereen Max Wright Bob Fosse Comedy Drama Music Musical
mirror mirror,Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh Adventure Comedy Drama Family Fantasy
scott pilgrim vs. the world,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
the core,Glenn Morshower Tchéky Karyo Rekha Sharma Jon Amiel Action Adventure Sci-Fi Thriller
nutty professor ii: the klumps,Larry Miller Janet Jackson Chris Elliott Peter Segal Comedy Romance Sci-Fi
scooby-doo,Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr. Raja Gosnell Adventure Comedy Mystery
dredd,Wood Harris Jason Cope Rakie Ayola Pete Travis Action Sci-Fi
click,Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci Comedy Drama Fantasy Romance
creepshow,Ted Danson Hal Holbrook Adrienne Barbeau George A. Romero Comedy Fantasy Horror
cats & dogs: the revenge of kitty galore,Jack McBrayer Sean Hayes Katt Williams Brad Peyton Action Comedy Family Fantasy
jumper,Kristen Stewart Hayden Christensen Tom Hulce Doug Liman Action Adventure Sci-Fi Thriller
hellboy ii: the golden army,Seth MacFarlane Iván Kamarás Brian Steele Guillermo del Toro Action Adventure Fantasy Horror Sci-Fi
